Year,Month,Day,Location,Rep,Treatment,TermTiming,Zone,Species,Intercepts
2018,2,16,Kern,4,Standard,Late,Strip,NONE,50
2018,2,16,Kern,4,Pollinator,Late,Alley,SINAL,6
2018,2,16,Kern,4,Pollinator,Late,Alley,STEME,4
2018,2,16,Kern,4,Pollinator,Late,Alley,NONE,40
2018,2,16,Kern,4,Pollinator,Late,Strip,NONE,50
2018,3,27,Kern,1,Pollinator,Early,Alley,STEME,19
2018,3,27,Kern,1,Pollinator,Early,Alley,SINAL,13
2018,3,27,Kern,1,Pollinator,Early,Alley,POAAN,7
2018,3,27,Kern,1,Pollinator,Early,Alley,MALPA,1
2018,3,27,Kern,1,Pollinator,Early,Alley,RAPSR,3
2018,3,27,Kern,1,Pollinator,Early,Alley,NONE,7
2018,3,27,Kern,1,Pollinator,Early,Strip,NONE,50
2018,3,27,Kern,1,Pollinator,Late,Alley,SINAL,24
2018,3,27,Kern,1,Pollinator,Late,Alley,POAAN,12
2018,3,27,Kern,1,Pollinator,Late,Alley,RAPSR,2
2018,3,27,Kern,1,Pollinator,Late,Alley,STEME,8
2018,3,27,Kern,1,Pollinator,Late,Alley,BRSNN,3
2018,3,27,Kern,1,Pollinator,Late,Alley,MALPA,1
2018,3,27,Kern,1,Pollinator,Late,Strip,NONE,50
2018,3,27,Kern,1,Soil,Early,Alley,SINAL,6
2018,3,27,Kern,1,Soil,Early,Alley,LOLMU,18
2018,3,27,Kern,1,Soil,Early,Alley,POAAN,6
2018,3,27,Kern,1,Soil,Early,Alley,STEME,12
2018,3,27,Kern,1,Soil,Early,Alley,VICVI,3
2018,3,27,Kern,1,Soil,Early,Alley,RAPSR,1
2018,3,27,Kern,1,Soil,Early,Alley,MALPA,1
2018,3,27,Kern,1,Soil,Early,Alley,NONE,3
2018,3,27,Kern,1,Soil,Early,Strip,NONE,50
2018,3,27,Kern,1,Soil,Late,Alley,LOLMU,24
2018,3,27,Kern,1,Soil,Late,Alley,SINAL,7
2018,3,27,Kern,1,Soil,Late,Alley,STEME,6
2018,3,27,Kern,1,Soil,Late,Alley,RAPSR,1
2018,3,27,Kern,1,Soil,Late,Alley,VICVI,7
2018,3,27,Kern,1,Soil,Late,Alley,POAAN,3
2018,3,27,Kern,1,Soil,Late,Alley,TRFRE,2
2018,3,27,Kern,1,Soil,Late,Strip,NONE,50
2018,3,27,Kern,1,Standard,Late,Alley,POAAN,2
2018,3,27,Kern,1,Standard,Late,Alley,STEME,4
2018,3,27,Kern,1,Standard,Late,Alley,NONE,44
2018,3,27,Kern,1,Standard,Late,Strip,NONE,50
2018,3,27,Kern,1,Controlled,Late,Alley,STEME,7
2018,3,27,Kern,1,Controlled,Late,Alley,POAAN,1
2018,3,27,Kern,1,Controlled,Late,Alley,NONE,42
2018,3,27,Kern,1,Controlled,Late,Strip,NONE,50
2018,3,27,Kern,2,Standard,Late,Alley,CAPBP,1
2018,3,27,Kern,2,Standard,Late,Alley,POAAN,10
2018,3,27,Kern,2,Standard,Late,Alley,STEME,7
2018,3,27,Kern,2,Standard,Late,Alley,NONE,32
2018,3,27,Kern,2,Standard,Late,Strip,NONE,50
2018,3,27,Kern,2,Pollinator,Early,Alley,SINAL,15
2018,3,27,Kern,2,Pollinator,Early,Alley,MALPA,1
2018,3,27,Kern,2,Pollinator,Early,Alley,POAAN,21
2018,3,27,Kern,2,Pollinator,Early,Alley,BRSNN,2
2018,3,27,Kern,2,Pollinator,Early,Alley,STEME,6
2018,3,27,Kern,2,Pollinator,Early,Alley,RAPSR,1
2018,3,27,Kern,2,Pollinator,Early,Alley,NONE,4
2018,3,27,Kern,2,Pollinator,Early,Strip,NONE,50
2018,3,27,Kern,2,Pollinator,Late,Alley,SINAL,14
2018,3,27,Kern,2,Pollinator,Late,Alley,STEME,11
2018,3,27,Kern,2,Pollinator,Late,Alley,POAAN,10
2018,3,27,Kern,2,Pollinator,Late,Alley,BRSNN,2
2018,3,27,Kern,2,Pollinator,Late,Alley,NONE,13
2018,3,27,Kern,2,Pollinator,Late,Strip,NONE,50
2018,3,27,Kern,2,Soil,Early,Alley,SINAL,9
2018,3,27,Kern,2,Soil,Early,Alley,LOLMU,12
2018,3,27,Kern,2,Soil,Early,Alley,STEME,14
2018,3,27,Kern,2,Soil,Early,Alley,POAN,11
2018,3,27,Kern,2,Soil,Early,Alley,VICVI,1
2018,3,27,Kern,2,Soil,Early,Alley,NONE,3
2018,3,27,Kern,2,Soil,Early,Strip,NONE,50
2018,3,27,Kern,2,Soil,Late,Alley,SINAL,16
2018,3,27,Kern,2,Soil,Late,Alley,LOLMU,16
2018,3,27,Kern,2,Soil,Late,Alley,POAAN,8
2018,3,27,Kern,2,Soil,Late,Alley,STEME,3
2018,3,27,Kern,2,Soil,Late,Alley,VICVI,4
2018,3,27,Kern,2,Soil,Late,Alley,BRSNN,1
2018,3,27,Kern,2,Soil,Late,Alley,NONE,2
2018,3,27,Kern,2,Soil,Late,Strip,NONE,50
2018,3,27,Kern,2,Controlled,Late,Strip,STEME,1
2018,3,27,Kern,2,Controlled,Late,Strip,NONE,49
2018,3,27,Kern,2,Controlled,Late,Alley,NONE,50
2018,3,27,Kern,3,Standard,Late,Alley,POAAN,18
2018,3,27,Kern,3,Standard,Late,Alley,STEME,7
2018,3,27,Kern,3,Standard,Late,Alley,NONE,25
2018,3,27,Kern,3,Standard,Late,Strip,NONE,50
2018,3,27,Kern,3,Controlled,Late,Alley,STEME,2
2018,3,27,Kern,3,Controlled,Late,Alley,NONE,48
2018,3,27,Kern,3,Controlled,Late,Strip,NONE,50
2018,3,27,Kern,3,Soil,Early,Alley,LOLMU,17
2018,3,27,Kern,3,Soil,Early,Alley,POAAN,13
2018,3,27,Kern,3,Soil,Early,Alley,TRFRE,1
2018,3,27,Kern,3,Soil,Early,Alley,VICVI,3
2018,3,27,Kern,3,Soil,Early,Alley,SINAL,4
2018,3,27,Kern,3,Soil,Early,Alley,STEME,6
2018,3,27,Kern,3,Soil,Early,Alley,RAPSR,1
2018,3,27,Kern,3,Soil,Early,Alley,NONE,5
2018,3,27,Kern,3,Soil,Early,Strip,NONE,50
2018,3,27,Kern,3,Soil,Late,Alley,SINAL,10
2018,3,27,Kern,3,Soil,Late,Alley,LOLMU,30
2018,3,27,Kern,3,Soil,Late,Alley,BRSNN,2
2018,3,27,Kern,3,Soil,Late,Alley,STEME,2
2018,3,27,Kern,3,Soil,Late,Alley,POAAN,1
2018,3,27,Kern,3,Soil,Late,Alley,VICVI,1
2018,3,27,Kern,3,Soil,Late,Alley,NONE,4
2018,3,27,Kern,3,Soil,Late,Strip,NONE,50
2018,3,27,Kern,3,Pollinator,Early,Alley,POAAN,16
2018,3,27,Kern,3,Pollinator,Early,Alley,SINAL,11
2018,3,27,Kern,3,Pollinator,Early,Alley,STEME,4
2018,3,27,Kern,3,Pollinator,Early,Alley,NONE,19
2018,3,27,Kern,3,Pollinator,Early,Strip,NONE,50
2018,3,27,Kern,3,Pollinator,Late,Alley,SINAL,32
2018,3,27,Kern,3,Pollinator,Late,Alley,POAAN,2
2018,3,27,Kern,3,Pollinator,Late,Alley,STEME,1
2018,3,27,Kern,3,Pollinator,Late,Alley,BRSNN,1
2018,3,27,Kern,3,Pollinator,Late,Alley,NONE,14
2018,3,27,Kern,3,Pollinator,Late,Strip,NONE,50
2018,3,27,Kern,4,Soil,Early,Alley,LOLMU,19
2018,3,27,Kern,4,Soil,Early,Alley,SINAL,8
2018,3,27,Kern,4,Soil,Early,Alley,VICVI,3
2018,3,27,Kern,4,Soil,Early,Alley,POAAN,4
2018,3,27,Kern,4,Soil,Early,Alley,TRFRE,1
2018,3,27,Kern,4,Soil,Early,Alley,STEME,1
2018,3,27,Kern,4,Soil,Early,Alley,NONE,14
2018,3,27,Kern,4,Soil,Early,Strip,NONE,50
2018,3,27,Kern,4,Soil,Late,Alley,SINAL,19
2018,3,27,Kern,4,Soil,Late,Alley,VICVI,6
2018,3,27,Kern,4,Soil,Late,Alley,LOLMU,16
2018,3,27,Kern,4,Soil,Late,Alley,STEME,1
2018,3,27,Kern,4,Soil,Late,Alley,POAAN,1
2018,3,27,Kern,4,Soil,Late,Alley,NONE,7
2018,3,27,Kern,4,Soil,Late,Strip,NONE,50
2018,3,27,Kern,4,Controlled,Late,Alley,NONE,50
2018,3,27,Kern,4,Controlled,Late,Strip,NONE,50
2018,3,27,Kern,4,Standard,Late,Alley,STEME,2
2018,3,27,Kern,4,Standard,Late,Alley,POAAN,7
2018,3,27,Kern,4,Standard,Late,Alley,NONE,41
2018,3,27,Kern,4,Standard,Late,Strip,NONE,50
2018,3,27,Kern,4,Pollinator,Early,Alley,SINAL,19
2018,3,27,Kern,4,Pollinator,Early,Alley,STEME,16
2018,3,27,Kern,4,Pollinator,Early,Alley,POAAN,4
2018,3,27,Kern,4,Pollinator,Early,Alley,NONE,11
2018,3,27,Kern,4,Pollinator,Early,Strip,NONE,50
2018,3,27,Kern,4,Pollinator,Late,Alley,SINAL,14
2018,3,27,Kern,4,Pollinator,Late,Alley,STEME,16
2018,3,27,Kern,4,Pollinator,Late,Alley,POAAN,4
2018,3,27,Kern,4,Pollinator,Late,Alley,BRSNN,1
2018,3,27,Kern,4,Pollinator,Late,Alley,RAPSR,1
2018,3,27,Kern,4,Pollinator,Late,Alley,NONE,14
2018,3,27,Kern,4,Pollinator,Late,Strip,NONE,50
2018,2,23,Merced,1,Pollinator,Late,Alley,NONE,50
2018,2,23,Merced,1,Pollinator,Late,Strip,NONE,50
2018,2,23,Merced,1,Soil,Late,Alley,POAAN,6
2018,2,23,Merced,1,Soil,Late,Alley,EROMO,4
2018,2,23,Merced,1,Soil,Late,Alley,VICVI,6
2018,2,23,Merced,1,Soil,Late,Alley,LOLMU,10
2018,2,23,Merced,1,Soil,Late,Alley,SINAL,2
2018,2,23,Merced,1,Soil,Late,Alley,TRFRE,2
2018,2,23,Merced,1,Soil,Late,Alley,NONE,20
2018,2,23,Merced,1,Soil,Late,Strip,NONE,50
2018,2,23,Merced,1,Controlled,Late,Alley,NONE,50
2018,2,23,Merced,1,Controlled,Late,Strip,NONE,50
2018,2,23,Merced,1,Standard,Late,Alley,EROMO,15
2018,2,23,Merced,1,Standard,Late,Alley,TRFRE,2
2018,2,23,Merced,1,Standard,Late,Alley,AVEFA,2
2018,2,23,Merced,1,Standard,Late,Alley,POAAN,8
2018,2,23,Merced,1,Standard,Late,Alley,NONE,23
2018,2,23,Merced,1,Standard,Late,Strip,NONE,50
2018,2,23,Merced,2,Soil,Late,Alley,EROMO,2
2018,2,23,Merced,2,Soil,Late,Alley,VICVI,2
2018,2,23,Merced,2,Soil,Late,Alley,POAAN,20
2018,2,23,Merced,2,Soil,Late,Alley,SINAL,1
2018,2,23,Merced,2,Soil,Late,Alley,NONE,25
2018,2,23,Merced,2,Soil,Late,Strip,NONE,50
2018,2,23,Merced,2,Controlled,Late,Strip,POAAN,1
2018,2,23,Merced,2,Controlled,Late,Strip,NONE,49
2018,2,23,Merced,2,Controlled,Late,Alley,NONE,50
2018,2,23,Merced,2,Pollinator,Late,Alley,POAAN,32
2018,2,23,Merced,2,Pollinator,Late,Alley,SINAL,3
2018,2,23,Merced,2,Pollinator,Late,Alley,AVEFA,4
2018,2,23,Merced,2,Pollinator,Late,Alley,RAPSR,1
2018,2,23,Merced,2,Pollinator,Late,Alley,NONE,10
2018,2,23,Merced,2,Pollinator,Late,Strip,NONE,50
2018,2,23,Merced,2,Standard,Late,Alley,POAAN,4
2018,2,23,Merced,2,Standard,Late,Alley,AVEFA,18
2018,2,23,Merced,2,Standard,Late,Alley,NONE,28
2018,2,23,Merced,2,Standard,Late,Strip,NONE,50
2018,2,23,Merced,3,Pollinator,Late,Alley,AVEFA,8
2018,2,23,Merced,3,Pollinator,Late,Alley,POAAN,17
2018,2,23,Merced,3,Pollinator,Late,Alley,RAPSR,1
2018,2,23,Merced,3,Pollinator,Late,Alley,SINAL,7
2018,2,23,Merced,3,Pollinator,Late,Alley,TRFRE,1
2018,2,23,Merced,3,Pollinator,Late,Alley,NONE,16
2018,2,23,Merced,3,Pollinator,Late,Strip,NONE,50
2018,2,23,Merced,3,Standard,Late,Alley,POAAN,7
2018,2,23,Merced,3,Standard,Late,Alley,AVEFA,1
2018,2,23,Merced,3,Standard,Late,Alley,TRFRE,6
2018,2,23,Merced,3,Standard,Late,Alley,EROMO,1
2018,2,23,Merced,3,Standard,Late,Alley,NONE,35
2018,2,23,Merced,3,Standard,Late,Strip,NONE,50
2018,2,23,Merced,3,Controlled,Late,Alley,NONE,50
2018,2,23,Merced,3,Controlled,Late,Strip,NONE,50
2018,2,23,Merced,3,Soil,Late,Alley,EROMO,20
2018,2,23,Merced,3,Soil,Late,Alley,AVEFA,4
2018,2,23,Merced,3,Soil,Late,Alley,POAAN,1
2018,2,23,Merced,3,Soil,Late,Alley,NONE,25
2018,2,23,Merced,3,Soil,Late,Strip,NONE,50
2018,2,23,Merced,4,Standard,Late,Alley,EROMO,32
2018,2,23,Merced,4,Standard,Late,Alley,NONE,18
2018,2,23,Merced,4,Standard,Late,Strip,NONE,50
2018,2,23,Merced,4,Controlled,Late,Alley,NONE,50
2018,2,23,Merced,4,Controlled,Late,Strip,NONE,50
2018,2,23,Merced,4,Soil,Late,Alley,EROMO,24
2018,2,23,Merced,4,Soil,Late,Alley,NONE,26
2018,2,23,Merced,4,Soil,Late,Strip,NONE,50
2018,2,23,Merced,4,Pollinator,Late,Alley,EROMO,33
2018,2,23,Merced,4,Pollinator,Late,Alley,SINAL,4
2018,2,23,Merced,4,Pollinator,Late,Alley,NONE,13
2018,2,23,Merced,4,Pollinator,Late,Strip,NONE,50
2018,3,30,Merced,1,Pollinator,Late,Alley,NONE,50
2018,3,30,Merced,1,Pollinator,Late,Strip,NONE,50
2018,3,30,Merced,1,Pollinator,Early,Alley,NONE,50
2018,3,30,Merced,1,Pollinator,Early,Strip,NONE,50
2018,3,30,Merced,1,Soil,Late,Alley,EROMO,14
2018,3,30,Merced,1,Soil,Late,Alley,LOLMU,14
2018,3,30,Merced,1,Soil,Late,Alley,VICVI,5
2018,3,30,Merced,1,Soil,Late,Alley,POAAN,2
2018,3,30,Merced,1,Soil,Late,Alley,NONE,15
2018,3,30,Merced,1,Soil,Late,Strip,NONE,50
2018,3,30,Merced,1,Soil,Early,Alley,POAAN,4
2018,3,30,Merced,1,Soil,Early,Alley,EROMO,7
2018,3,30,Merced,1,Soil,Early,Alley,LOLMU,3
2018,3,30,Merced,1,Soil,Early,Alley,NONE,36
2018,3,30,Merced,1,Soil,Early,Strip,NONE,50
2018,3,30,Merced,1,Controlled,Late,Alley,NONE,50
2018,3,30,Merced,1,Controlled,Late,Strip,NONE,50
2018,3,30,Merced,1,Standard,Late,Alley,EROMO,26
2018,3,30,Merced,1,Standard,Late,Alley,AVEFA,9
2018,3,30,Merced,1,Standard,Late,Alley,POAAN,3
2018,3,30,Merced,1,Standard,Late,Alley,MEDPO,2
2018,3,30,Merced,1,Standard,Late,Alley,NONE,10
2018,3,30,Merced,1,Standard,Late,Strip,NONE,50
2018,3,30,Merced,2,Soil,Late,Alley,AVEFA,1
2018,3,30,Merced,2,Soil,Late,Alley,EROMO,4
2018,3,30,Merced,2,Soil,Late,Alley,POAAN,13
2018,3,30,Merced,2,Soil,Late,Alley,LOLMU,8
2018,3,30,Merced,2,Soil,Late,Alley,TRFRE,2
2018,3,30,Merced,2,Soil,Late,Alley,MEDPO,2
2018,3,30,Merced,2,Soil,Late,Alley,VICVI,5
2018,3,30,Merced,2,Soil,Late,Alley,NONE,15
2018,3,30,Merced,2,Soil,Late,Strip,NONE,50
2018,3,30,Merced,2,Soil,Early,Alley,POAAN,2
2018,3,30,Merced,2,Soil,Early,Alley,LOLMU,4
2018,3,30,Merced,2,Soil,Early,Alley,EROMO,2
2018,3,30,Merced,2,Soil,Early,Alley,NONE,42
2018,3,30,Merced,2,Soil,Early,Strip,NONE,50
2018,3,30,Merced,2,Controlled,Late,Alley,NONE,50
2018,3,30,Merced,2,Controlled,Late,Strip,NONE,50
2018,3,30,Merced,2,Pollinator,Late,Alley,AVEFA,7
2018,3,30,Merced,2,Pollinator,Late,Alley,POAAN,23
2018,3,30,Merced,2,Pollinator,Late,Alley,MEDPO,2
2018,3,30,Merced,2,Pollinator,Late,Alley,SINAL,14
2018,3,30,Merced,2,Pollinator,Late,Alley,EROMO,4
2018,3,30,Merced,2,Pollinator,Late,Strip,NONE,50
2018,3,30,Merced,2,Pollinator,Early,Alley,POAAN,1
2018,3,30,Merced,2,Pollinator,Early,Alley,EROMO,4
2018,3,30,Merced,2,Pollinator,Early,Alley,AVEFA,9
2018,3,30,Merced,2,Pollinator,Early,Alley,NONE,36
2018,3,30,Merced,2,Pollinator,Early,Strip,NONE,50
2018,3,30,Merced,2,Standard,Late,Alley,AVEFA,24
2018,3,30,Merced,2,Standard,Late,Alley,POAAN,6
2018,3,30,Merced,2,Standard,Late,Alley,EROMO,1
2018,3,30,Merced,2,Standard,Late,Alley,NONE,19
2018,3,30,Merced,2,Standard,Late,Strip,NONE,50
2018,3,30,Merced,3,Pollinator,Late,Alley,POAAN,15
2018,3,30,Merced,3,Pollinator,Late,Alley,AVEFA,13
2018,3,30,Merced,3,Pollinator,Late,Alley,MEDPO,11
2018,3,30,Merced,3,Pollinator,Late,Alley,SINAL,7
2018,3,30,Merced,3,Pollinator,Late,Alley,NONE,4
2018,3,30,Merced,3,Pollinator,Late,Strip,NONE,50
2018,3,30,Merced,3,Pollinator,Early,Alley,POAAN,4
2018,3,30,Merced,3,Pollinator,Early,Alley,AVEFA,3
2018,3,30,Merced,3,Pollinator,Early,Alley,EROMO,1
2018,3,30,Merced,3,Pollinator,Early,Alley,NONE,42
2018,3,30,Merced,3,Pollinator,Early,Strip,NONE,50
2018,3,30,Merced,3,Standard,Late,Alley,MEDPO,12
2018,3,30,Merced,3,Standard,Late,Alley,AVEFA,2
2018,3,30,Merced,3,Standard,Late,Alley,EROMO,1
2018,3,30,Merced,3,Standard,Late,Alley,NONE,35
2018,3,30,Merced,3,Standard,Late,Strip,NONE,50
2018,3,30,Merced,3,Controlled,Late,Alley,NONE,50
2018,3,30,Merced,3,Controlled,Late,Strip,NONE,50
2018,3,30,Merced,3,Soil,Late,Alley,EROMO,26
2018,3,30,Merced,3,Soil,Late,Alley,MEDPO,1
2018,3,30,Merced,3,Soil,Late,Alley,MALPA,1
2018,3,30,Merced,3,Soil,Late,Alley,LOLMU,10
2018,3,30,Merced,3,Soil,Late,Alley,TRFRE,1
2018,3,30,Merced,3,Soil,Late,Alley,SINAL,6
2018,3,30,Merced,3,Soil,Late,Alley,NONE,5
2018,3,30,Merced,3,Soil,Late,Strip,NONE,50
2018,3,30,Merced,3,Soil,Early,Alley,EROMO,25
2018,3,30,Merced,3,Soil,Early,Alley,AVEFA,2
2018,3,30,Merced,3,Soil,Early,Alley,POAAN,1
2018,3,30,Merced,3,Soil,Early,Alley,NONE,22
2018,3,30,Merced,3,Soil,Early,Strip,NONE,50
2018,3,30,Merced,4,Standard,Late,Alley,AVEFA,2
2018,3,30,Merced,4,Standard,Late,Alley,POAAN,3
2018,3,30,Merced,4,Standard,Late,Alley,EROMO,36
2018,3,30,Merced,4,Standard,Late,Alley,NONE,9
2018,3,30,Merced,4,Standard,Late,Strip,NONE,50
2018,3,30,Merced,4,Controlled,Late,Alley,NONE,50
2018,3,30,Merced,4,Controlled,Late,Strip,NONE,50
2018,3,30,Merced,4,Soil,Late,Alley,LOLMU,3
2018,3,30,Merced,4,Soil,Late,Alley,EROMO,23
2018,3,30,Merced,4,Soil,Late,Alley,VICVI,1
2018,3,30,Merced,4,Soil,Late,Alley,AVEFA,3
2018,3,30,Merced,4,Soil,Late,Alley,NONE,20
2018,3,30,Merced,4,Soil,Late,Strip,NONE,50
2018,3,30,Merced,4,Soil,Early,Alley,EROMO,23
2018,3,30,Merced,4,Soil,Early,Alley,NONE,27
2018,3,30,Merced,4,Soil,Early,Strip,NONE,50
2018,3,30,Merced,4,Pollinator,Late,Alley,EROMO,38
2018,3,30,Merced,4,Pollinator,Late,Alley,SINAL,3
2018,3,30,Merced,4,Pollinator,Late,Alley,MEDPO,3
2018,3,30,Merced,4,Pollinator,Late,Alley,NONE,6
2018,3,30,Merced,4,Pollinator,Late,Strip,NONE,50
2018,3,30,Merced,4,Pollinator,Early,Alley,EROMO,18
2018,3,30,Merced,4,Pollinator,Early,Alley,POAAN,1
2018,3,30,Merced,4,Pollinator,Early,Alley,NONE,31
2018,3,30,Merced,4,Pollinator,Early,Strip,NONE,50
